image_path,umap_x,umap_y
data/image_compressed_leomessi/2521571067782663256_427553890_small.jpeg,10.715288,5.864597
data/image_compressed_leomessi/2842543815337506285_427553890_small.jpeg,7.948073,2.4771154
data/image_compressed_leomessi/2886539671631911509_427553890_small.jpeg,12.39547,7.2537947
data/image_compressed_leomessi/2240333604205619152_427553890_small.jpeg,12.623288,7.1628995
data/image_compressed_leomessi/2628426257878880873_427553890_small.jpeg,8.125343,3.462204
data/image_compressed_leomessi/3227177216558513163_427553890_small.jpeg,10.05342,5.244702
data/image_compressed_leomessi/2934065666210704922_427553890_small.jpeg,11.97418,4.3909674
data/image_compressed_leomessi/3103308322207941669_427553890_small.jpeg,8.400508,5.227816
data/image_compressed_leomessi/2551819175138804144_427553890_small.jpeg,7.564074,2.4442863
data/image_compressed_leomessi/3242497890642674908_427553890_small.jpeg,10.486345,4.394044
data/image_compressed_leomessi/2942627923011000247_427553890_small.jpeg,12.140931,5.324602
data/image_compressed_leomessi/3170305974663887272_427553890_small.jpeg,8.372879,2.8632984
data/image_compressed_leomessi/2477138887614736178_427553890_small.jpeg,7.812156,5.4645805
data/image_compressed_leomessi/2831653630647409318_427553890_small.jpeg,8.816953,4.8931007
data/image_compressed_leomessi/2996230267635242718_427553890_small.jpeg,11.138821,4.7105975
data/image_compressed_leomessi/2533666753776879428_427553890_small.jpeg,11.669179,8.627348
data/image_compressed_leomessi/2782074685640217695_427553890_small.jpeg,9.041497,5.679505
data/image_compressed_leomessi/3235335809328526727_640806256_small.jpeg,7.420055,3.2512562
data/image_compressed_leomessi/2442518272404684354_427553890_small.jpeg,11.776286,7.957961
data/image_compressed_leomessi/2861405770076740258_427553890_small.jpeg,8.325414,4.7606854
data/image_compressed_leomessi/3005799521360543728_427553890_small.jpeg,8.680634,5.4895887
data/image_compressed_leomessi/3287685899999556844_427553890_small.jpeg,10.085645,3.8953664
data/image_compressed_leomessi/3241403624116499891_427553890_small.jpeg,10.400327,5.561718
data/image_compressed_leomessi/2688765367524847352_427553890_small.jpeg,7.23519,2.8373713
data/image_compressed_leomessi/2630140483672861426_427553890_small.jpeg,8.346066,5.6504064
data/image_compressed_leomessi/2601396264082710084_427553890_small.jpeg,9.3731785,4.848247
data/image_compressed_leomessi/3291736544233476284_427553890_small.jpeg,12.679483,7.7106724
data/image_compressed_leomessi/3260544074191780245_427553890_small.jpeg,10.117784,5.502677
data/image_compressed_leomessi/2630140483723113657_427553890_small.jpeg,8.354248,5.7160697
data/image_compressed_leomessi/3178286580475447010_427553890_small.jpeg,12.12837,6.790978
data/image_compressed_leomessi/3287685900016459415_427553890_small.jpeg,7.3319488,4.3846407
data/image_compressed_leomessi/2673058435849495648_427553890_small.jpeg,9.557077,5.744369
data/image_compressed_leomessi/3284556385973797397_427553890_small.jpeg,9.658949,3.486192
data/image_compressed_leomessi/3098843741385232938_288587374_small.jpeg,7.0051303,4.5331383
data/image_compressed_leomessi/2499115760179658050_427553890_small.jpeg,11.40102,8.193747
data/image_compressed_leomessi/3242497890609095370_427553890_small.jpeg,10.413708,4.313104
data/image_compressed_leomessi/2635840982329965103_427553890_small.jpeg,7.0683413,3.9275913
data/image_compressed_leomessi/3160954266034109873_427553890_small.jpeg,12.3874035,4.6528597
data/image_compressed_leomessi/2524115094453240440_427553890_small.jpeg,8.395298,5.386339
data/image_compressed_leomessi/2443696601430408102_427553890_small.jpeg,7.882863,5.6396036
data/image_compressed_leomessi/3260544074166780745_427553890_small.jpeg,9.961108,5.5822787
data/image_compressed_leomessi/2849072222351284011_427553890_small.jpeg,10.508814,6.953431
data/image_compressed_leomessi/2304604347233320729_427553890_small.jpeg,10.724896,7.1035867
data/image_compressed_leomessi/3128106731636562722_427553890_small.jpeg,10.411877,5.042932
data/image_compressed_leomessi/3173766504566266576_427553890_small.jpeg,9.724193,3.5197604
data/image_compressed_leomessi/3023425819553169002_427553890_small.jpeg,9.379137,6.0379796
data/image_compressed_leomessi/2658552860337868013_427553890_small.jpeg,10.542069,5.85557
data/image_compressed_leomessi/2909988514960614731_427553890_small.jpeg,12.86184,4.7467713
data/image_compressed_leomessi/3225563513367172130_427553890_small.jpeg,7.351777,4.375554
data/image_compressed_leomessi/2572876007030534751_427553890_small.jpeg,8.420858,5.5755386
data/image_compressed_leomessi/2285859175548966611_427553890_small.jpeg,9.051669,4.050508
data/image_compressed_leomessi/2233064467158730640_427553890_small.jpeg,11.715112,6.070525
data/image_compressed_leomessi/2854160852384007638_427553890_small.jpeg,12.96416,6.697325
data/image_compressed_leomessi/2996230267643840963_427553890_small.jpeg,10.16146,5.188024
data/image_compressed_leomessi/2738951664570567224_427553890_small.jpeg,9.191843,4.506368
data/image_compressed_leomessi/2249689669367987409_427553890_small.jpeg,11.878215,7.9171815
data/image_compressed_leomessi/3289572865924697938_427553890_small.jpeg,7.1644654,3.3436663
data/image_compressed_leomessi/3187005807667629063_427553890_small.jpeg,6.723204,4.1174946
data/image_compressed_leomessi/2930280511298348423_427553890_small.jpeg,12.133899,6.8994994
data/image_compressed_leomessi/2886044444529620226_427553890_small.jpeg,9.53284,6.550275
data/image_compressed_leomessi/2975095193167272746_427553890_small.jpeg,8.665683,4.249328
data/image_compressed_leomessi/2996230267643790467_427553890_small.jpeg,10.701853,4.424694
data/image_compressed_leomessi/2221199832528747957_427553890_small.jpeg,9.983021,6.483642
data/image_compressed_leomessi/2646744006565083619_427553890_small.jpeg,8.445856,3.6102693
data/image_compressed_leomessi/2612297966985954348_427553890_small.jpeg,9.886737,5.26722
data/image_compressed_leomessi/3051336363056493525_427553890_small.jpeg,11.337293,4.1156664
data/image_compressed_leomessi/3125775840780392882_427553890_small.jpeg,11.594929,7.047647
data/image_compressed_leomessi/2638056679898433663_427553890_small.jpeg,7.435875,4.2859273
data/image_compressed_leomessi/2504179374099808838_427553890_small.jpeg,11.531002,8.507577
data/image_compressed_leomessi/2638056679881696089_427553890_small.jpeg,13.300593,6.753587
data/image_compressed_leomessi/2444862645432305198_427553890_small.jpeg,12.12819,8.435984
data/image_compressed_leomessi/2665689629120891930_427553890_small.jpeg,7.015418,2.7102354
data/image_compressed_leomessi/3167464980852665796_427553890_small.jpeg,12.996044,7.6616035
data/image_compressed_leomessi/3171405036998920433_427553890_small.jpeg,8.575272,2.9809768
data/image_compressed_leomessi/2654631746241556842_427553890_small.jpeg,11.801233,4.9954863
data/image_compressed_leomessi/2909988514776103628_427553890_small.jpeg,12.42367,6.129728
data/image_compressed_leomessi/3176133307068897511_427553890_small.jpeg,9.772454,3.799333
data/image_compressed_leomessi/2360515080993017531_427553890_small.jpeg,9.211008,4.395391
data/image_compressed_leomessi/3152228234085755598_427553890_small.jpeg,12.618059,7.516859
data/image_compressed_leomessi/3170305974663855110_427553890_small.jpeg,12.385866,5.5475745
data/image_compressed_leomessi/2802482943496478155_427553890_small.jpeg,12.282946,8.087318
data/image_compressed_leomessi/2964208756213515267_427553890_small.jpeg,7.7095394,4.636138
data/image_compressed_leomessi/2662732743039940901_427553890_small.jpeg,12.259194,8.140985
data/image_compressed_leomessi/2680993156176908066_427553890_small.jpeg,9.563795,6.8912053
data/image_compressed_leomessi/3234537058273257615_427553890_small.jpeg,8.262695,5.92843
data/image_compressed_leomessi/3260544074284152471_427553890_small.jpeg,10.45464,4.4476857
data/image_compressed_leomessi/2524115094335768879_427553890_small.jpeg,8.746933,6.411165
data/image_compressed_leomessi/3012016571094944404_427553890_small.jpeg,9.57554,5.349774
data/image_compressed_leomessi/2307500369097958558_427553890_small.jpeg,10.359926,7.0371556
data/image_compressed_leomessi/2417013699997105878_427553890_small.jpeg,10.443406,7.540982
data/image_compressed_leomessi/3030924965696616349_427553890_small.jpeg,11.8541975,7.474986
data/image_compressed_leomessi/2843669162275926931_427553890_small.jpeg,12.875406,6.078797
data/image_compressed_leomessi/3010486302156328242_427553890_small.jpeg,7.8644295,5.7349176
data/image_compressed_leomessi/2521571067908465544_427553890_small.jpeg,11.0121975,6.0563684
data/image_compressed_leomessi/3160954266050698761_427553890_small.jpeg,12.45858,4.9133973
data/image_compressed_leomessi/2573484174450011092_427553890_small.jpeg,7.062696,2.5701702
data/image_compressed_leomessi/3005618497195447654_427553890_small.jpeg,7.7964683,5.4209547
data/image_compressed_leomessi/3013671525702477826_427553890_small.jpeg,12.083139,7.3191204
data/image_compressed_leomessi/3187005807676087804_427553890_small.jpeg,11.206633,3.8885303
data/image_compressed_leomessi/2369974928201525552_427553890_small.jpeg,7.3482037,3.1342876
data/image_compressed_leomessi/2802482943513245215_427553890_small.jpeg,10.263679,5.362906
data/image_compressed_leomessi/3282444905107238335_427553890_small.jpeg,10.7311125,7.8630905
data/image_compressed_leomessi/2570723786931149969_427553890_small.jpeg,7.6622477,4.237192
data/image_compressed_leomessi/2430225075804732305_427553890_small.jpeg,9.856744,7.3446803
data/image_compressed_leomessi/3030924965864534460_427553890_small.jpeg,12.289751,6.0779886
data/image_compressed_leomessi/2233064467175339580_427553890_small.jpeg,12.436731,7.2531233
data/image_compressed_leomessi/3152228234093972979_427553890_small.jpeg,11.275195,4.6026444
data/image_compressed_leomessi/2483059617556631984_427553890_small.jpeg,10.595244,7.611731
data/image_compressed_leomessi/2723701551027917180_427553890_small.jpeg,12.270986,6.0658426
data/image_compressed_leomessi/2842543815471811713_427553890_small.jpeg,8.04839,2.6410584
data/image_compressed_leomessi/2989794397143715317_427553890_small.jpeg,10.126477,4.8214145
data/image_compressed_leomessi/3068866560500604110_427553890_small.jpeg,11.247388,4.8423057
data/image_compressed_leomessi/2782452286573618411_427553890_small.jpeg,12.353799,7.77392
data/image_compressed_leomessi/2988934252196781353_427553890_small.jpeg,9.530823,6.4309425
data/image_compressed_leomessi/3133055137916174222_427553890_small.jpeg,8.004633,4.8843317
data/image_compressed_leomessi/2729260554327903067_427553890_small.jpeg,9.575374,4.142289
data/image_compressed_leomessi/2530239904346479849_427553890_small.jpeg,10.859885,7.300362
data/image_compressed_leomessi/2407723680408435672_427553890_small.jpeg,11.580227,6.056345
data/image_compressed_leomessi/2610117101887525189_427553890_small.jpeg,11.674202,5.539267
data/image_compressed_leomessi/2930280511071997166_427553890_small.jpeg,12.274465,6.9690423
data/image_compressed_leomessi/2883113209419364329_427553890_small.jpeg,12.101017,8.61233
data/image_compressed_leomessi/2918437322027438308_427553890_small.jpeg,11.510613,4.1436253
data/image_compressed_leomessi/2415847741802856764_427553890_small.jpeg,12.120288,7.676144
data/image_compressed_leomessi/3184473557739827035_427553890_small.jpeg,12.66391,7.7374377
data/image_compressed_leomessi/2805488955018986145_427553890_small.jpeg,8.172724,3.2031446
data/image_compressed_leomessi/3098843741444092188_288587374_small.jpeg,7.2052054,3.9599252
data/image_compressed_leomessi/2541602997760493962_427553890_small.jpeg,6.7881246,4.13908
data/image_compressed_leomessi/2463559217455785066_427553890_small.jpeg,11.581284,8.000997
data/image_compressed_leomessi/3002651173086511697_427553890_small.jpeg,9.989661,4.7465854
data/image_compressed_leomessi/2665689629145981271_427553890_small.jpeg,6.9949102,2.6284342
data/image_compressed_leomessi/3047747757901509254_427553890_small.jpeg,6.7372274,4.2008853
data/image_compressed_leomessi/3068866560433371701_427553890_small.jpeg,12.201123,4.7818713
data/image_compressed_leomessi/2430225075821595038_427553890_small.jpeg,10.571977,6.933235
data/image_compressed_leomessi/2504179374116688950_427553890_small.jpeg,11.485772,6.042889
data/image_compressed_leomessi/2331501719961836012_427553890_small.jpeg,11.61666,5.729223
data/image_compressed_leomessi/3045459076674614055_427553890_small.jpeg,13.176656,5.337037
data/image_compressed_leomessi/2558363419458504153_427553890_small.jpeg,7.99077,2.4444053
data/image_compressed_leomessi/3030924965696713634_427553890_small.jpeg,13.122803,5.717376
data/image_compressed_leomessi/2233064467150170135_427553890_small.jpeg,12.216401,7.3096547
data/image_compressed_leomessi/2985377716388722270_427553890_small.jpeg,12.743165,7.210468
data/image_compressed_leomessi/3133746661675136354_427553890_small.jpeg,9.944791,3.4681149
data/image_compressed_leomessi/3187005807659262405_427553890_small.jpeg,12.286349,4.7589135
data/image_compressed_leomessi/2973669926087096224_427553890_small.jpeg,9.32743,5.131822
data/image_compressed_leomessi/2530239904321316233_427553890_small.jpeg,10.782152,5.7703834
data/image_compressed_leomessi/3047747757725260164_427553890_small.jpeg,7.7090187,4.435079
data/image_compressed_leomessi/2504179374133590192_427553890_small.jpeg,11.475455,6.1458125
data/image_compressed_leomessi/2443696601421854040_427553890_small.jpeg,9.813524,4.5295563
data/image_compressed_leomessi/2363342435968892141_427553890_small.jpeg,10.512561,7.288093
data/image_compressed_leomessi/3179675769848156821_427553890_small.jpeg,9.268056,6.2681174
data/image_compressed_leomessi/2558363419433344458_427553890_small.jpeg,7.5508437,2.4333372
data/image_compressed_leomessi/2601834634340688621_427553890_small.jpeg,7.7080913,2.3671553
data/image_compressed_leomessi/3030924965805709849_427553890_small.jpeg,11.258964,4.0815406
data/image_compressed_leomessi/2499115760196477111_427553890_small.jpeg,11.612929,7.9920373
data/image_compressed_leomessi/2688238086352399239_427553890_small.jpeg,12.03266,5.705458
data/image_compressed_leomessi/2610117101845669027_427553890_small.jpeg,11.461539,5.4495516
data/image_compressed_leomessi/3066406163662661344_427553890_small.jpeg,8.318034,3.3922517
data/image_compressed_leomessi/2570723786922686235_427553890_small.jpeg,7.628003,3.3304322
data/image_compressed_leomessi/2635840982111943169_427553890_small.jpeg,12.970519,4.397692
data/image_compressed_leomessi/3233807784989722743_427553890_small.jpeg,10.35597,4.249596
data/image_compressed_leomessi/2662732743249620708_427553890_small.jpeg,13.201909,4.740629
data/image_compressed_leomessi/2717064915099590658_427553890_small.jpeg,12.526343,5.9985485
data/image_compressed_leomessi/2717064915091388034_427553890_small.jpeg,12.279077,8.472036
data/image_compressed_leomessi/2890162860467519253_427553890_small.jpeg,12.497682,5.7245297
data/image_compressed_leomessi/2680993156478943157_427553890_small.jpeg,9.402601,6.8056607
data/image_compressed_leomessi/3173317646694514597_427553890_small.jpeg,12.532512,3.956899
data/image_compressed_leomessi/2415510425196471580_427553890_small.jpeg,12.203457,8.708237
data/image_compressed_leomessi/2893897788111902513_427553890_small.jpeg,11.008462,6.961852
data/image_compressed_leomessi/2496185811772706448_427553890_small.jpeg,10.838558,5.6777244
data/image_compressed_leomessi/2450374810829943502_427553890_small.jpeg,7.1255474,3.8674052
data/image_compressed_leomessi/3065587581677468705_427553890_small.jpeg,12.078464,7.815262
data/image_compressed_leomessi/2842543815362796688_427553890_small.jpeg,8.027405,2.5998027
data/image_compressed_leomessi/3212666638746024210_427553890_small.jpeg,11.797573,4.2597194
data/image_compressed_leomessi/2438206060546732286_427553890_small.jpeg,11.557054,8.348457
data/image_compressed_leomessi/3176133307052233877_427553890_small.jpeg,9.950681,3.6633081
data/image_compressed_leomessi/2463559217346770039_427553890_small.jpeg,11.441451,8.581152
data/image_compressed_leomessi/2419350853427492027_427553890_small.jpeg,12.021799,6.2289796
data/image_compressed_leomessi/2570723786906028259_427553890_small.jpeg,8.364407,3.8323724
data/image_compressed_leomessi/3014833149746573504_427553890_small.jpeg,8.632703,5.665769
data/image_compressed_leomessi/2992626731094066136_427553890_small.jpeg,11.136369,5.1131935
data/image_compressed_leomessi/2518616464661334574_427553890_small.jpeg,10.666134,6.3575587
data/image_compressed_leomessi/3242497890743386732_427553890_small.jpeg,10.439404,4.497915
data/image_compressed_leomessi/3242497890600753394_427553890_small.jpeg,10.518001,4.3493595
data/image_compressed_leomessi/3176133307060570127_427553890_small.jpeg,9.661899,3.6146388
data/image_compressed_leomessi/3125775840973404968_427553890_small.jpeg,13.022846,5.1360426
data/image_compressed_leomessi/3133746661524227197_427553890_small.jpeg,12.948656,6.5611553
data/image_compressed_leomessi/2653196607296653211_427553890_small.jpeg,11.9859,8.368021
data/image_compressed_leomessi/3159296372293008768_427553890_small.jpeg,12.212923,8.624237
data/image_compressed_leomessi/3155086181711206002_427553890_small.jpeg,13.202497,7.149406
data/image_compressed_leomessi/2854160852384197434_427553890_small.jpeg,11.082777,5.4199243
data/image_compressed_leomessi/2654631746258110798_427553890_small.jpeg,12.211354,4.8751464
data/image_compressed_leomessi/3068866560517266973_427553890_small.jpeg,11.8065605,4.670819
data/image_compressed_leomessi/2363342435985806355_427553890_small.jpeg,10.631011,6.742558
data/image_compressed_leomessi/3227177216592094935_427553890_small.jpeg,8.3889885,4.001777
data/image_compressed_leomessi/2936961297896168723_427553890_small.jpeg,13.123837,6.6650133
data/image_compressed_leomessi/2401899280585093501_427553890_small.jpeg,11.658036,8.394262
data/image_compressed_leomessi/2612297967002717033_427553890_small.jpeg,11.11847,8.18796
data/image_compressed_leomessi/2875611630730976908_427553890_small.jpeg,9.499512,5.724423
data/image_compressed_leomessi/2499115760204761917_427553890_small.jpeg,11.390441,6.543368
data/image_compressed_leomessi/3036643710448459517_427553890_small.jpeg,8.870809,3.3809783
data/image_compressed_leomessi/2707784923262008069_427553890_small.jpeg,9.663259,6.903785
data/image_compressed_leomessi/2479087881488342397_427553890_small.jpeg,11.533567,6.120874
data/image_compressed_leomessi/2641769909368008846_427553890_small.jpeg,8.091618,4.7555356
data/image_compressed_leomessi/3063294248648773214_427553890_small.jpeg,8.681673,3.6220617
data/image_compressed_leomessi/2545452055043977724_427553890_small.jpeg,11.019574,6.344425
data/image_compressed_leomessi/3236921700141400208_427553890_small.jpeg,8.3652115,5.2129745
data/image_compressed_leomessi/2621583944439486345_427553890_small.jpeg,9.439195,4.9385056
data/image_compressed_leomessi/3012016571103480134_427553890_small.jpeg,8.456679,2.8754013
data/image_compressed_leomessi/3144044778614147639_427553890_small.jpeg,12.670524,4.478009
data/image_compressed_leomessi/2545452055052159406_427553890_small.jpeg,11.044364,6.0098825
data/image_compressed_leomessi/2843934191848206288_427553890_small.jpeg,7.519172,5.224967
data/image_compressed_leomessi/3098428119438497482_427553890_small.jpeg,6.9497795,4.0400085
data/image_compressed_leomessi/3005618497195490319_427553890_small.jpeg,8.042854,5.9434476
data/image_compressed_leomessi/3128106731628187825_427553890_small.jpeg,9.77993,4.582468
data/image_compressed_leomessi/2246540031781606822_427553890_small.jpeg,8.721822,5.990227
data/image_compressed_leomessi/3256966167339106749_427553890_small.jpeg,8.5329275,3.580762
data/image_compressed_leomessi/2854160852384194098_427553890_small.jpeg,11.068833,5.411091
data/image_compressed_leomessi/3180349993663098649_427553890_small.jpeg,12.214236,8.650919
data/image_compressed_leomessi/2497220890359986017_427553890_small.jpeg,11.482036,7.858168
data/image_compressed_leomessi/2843934192049402753_427553890_small.jpeg,10.428247,4.846048
data/image_compressed_leomessi/3145287212719339066_427553890_small.jpeg,8.36744,3.993417
data/image_compressed_leomessi/2311796841570297786_427553890_small.jpeg,11.088784,6.9914484
data/image_compressed_leomessi/3028870455146851409_427553890_small.jpeg,11.843209,7.6602364
data/image_compressed_leomessi/3247600462449739181_427553890_small.jpeg,9.855612,6.356821
data/image_compressed_leomessi/2468459213866982584_427553890_small.jpeg,12.018658,5.785067
data/image_compressed_leomessi/3068866560467094965_427553890_small.jpeg,12.808578,4.4012446
data/image_compressed_leomessi/2989794397143826279_427553890_small.jpeg,12.40262,4.5471406
data/image_compressed_leomessi/2728788436372718072_427553890_small.jpeg,8.832298,5.6037216
data/image_compressed_leomessi/2508491734033650519_427553890_small.jpeg,11.44802,7.2382736
data/image_compressed_leomessi/2614309307166884182_427553890_small.jpeg,13.343614,4.7939663
data/image_compressed_leomessi/2517867215535405662_427553890_small.jpeg,8.463737,5.6839275
data/image_compressed_leomessi/2837328355835119873_427553890_small.jpeg,7.2282996,4.7936335
data/image_compressed_leomessi/2246540031798460647_427553890_small.jpeg,9.897704,5.048479
data/image_compressed_leomessi/2886539671439134527_427553890_small.jpeg,12.219651,7.5722833
data/image_compressed_leomessi/3030924965897873270_427553890_small.jpeg,13.147079,5.4105544
data/image_compressed_leomessi/3030924965704963171_427553890_small.jpeg,13.093222,5.0132217
data/image_compressed_leomessi/3009108883940003067_427553890_small.jpeg,8.726284,3.0302293
data/image_compressed_leomessi/2601834634357478949_427553890_small.jpeg,7.541848,2.6827428
data/image_compressed_leomessi/3065587581584982709_427553890_small.jpeg,10.602683,4.6440086
data/image_compressed_leomessi/2582880461444175838_427553890_small.jpeg,9.515337,6.590267
data/image_compressed_leomessi/2254628851441834894_427553890_small.jpeg,11.742571,8.724346
data/image_compressed_leomessi/2233064467183755931_427553890_small.jpeg,12.5887575,7.097632
data/image_compressed_leomessi/2371494310497034064_427553890_small.jpeg,10.538089,6.924973
data/image_compressed_leomessi/2989794397160500599_427553890_small.jpeg,12.559185,7.3105354
data/image_compressed_leomessi/2322041416471627133_427553890_small.jpeg,7.631487,2.734718
data/image_compressed_leomessi/2463559217397023013_427553890_small.jpeg,11.733004,8.062005
data/image_compressed_leomessi/2851311306126308143_427553890_small.jpeg,10.289503,5.4911017
data/image_compressed_leomessi/2622482431431572083_427553890_small.jpeg,7.971739,5.206031
data/image_compressed_leomessi/2759866183190749403_427553890_small.jpeg,8.353615,4.208273
data/image_compressed_leomessi/2782074685648538168_427553890_small.jpeg,6.6472316,4.0563307
data/image_compressed_leomessi/3159296372460891225_427553890_small.jpeg,12.692694,8.361317
data/image_compressed_leomessi/2499115760221584046_427553890_small.jpeg,11.272636,6.4286733
data/image_compressed_leomessi/3019385755637987505_427553890_small.jpeg,12.277191,7.37378
data/image_compressed_leomessi/3023425819586693655_427553890_small.jpeg,9.299513,4.311188
data/image_compressed_leomessi/2307500369106317816_427553890_small.jpeg,10.809598,7.169984
data/image_compressed_leomessi/3220172082201486652_427553890_small.jpeg,7.912577,5.338189
data/image_compressed_leomessi/2251949294175874609_427553890_small.jpeg,12.250409,7.5420628
data/image_compressed_leomessi/2410649694357426529_427553890_small.jpeg,11.30281,8.36327
data/image_compressed_leomessi/3008377279185566358_427553890_small.jpeg,8.809668,3.1948533
data/image_compressed_leomessi/3144044778605719878_427553890_small.jpeg,13.281198,4.5819254
data/image_compressed_leomessi/2782452286397403853_427553890_small.jpeg,11.97052,8.157003
data/image_compressed_leomessi/3225563513501376358_427553890_small.jpeg,7.0345664,4.2995462
data/image_compressed_leomessi/2806780022163219243_427553890_small.jpeg,7.91308,3.651285
data/image_compressed_leomessi/3216051321010026591_427553890_small.jpeg,11.628323,7.360927
data/image_compressed_leomessi/2942627922985750521_427553890_small.jpeg,12.820092,5.35207
data/image_compressed_leomessi/2558363419467007027_427553890_small.jpeg,8.12792,2.3185823
data/image_compressed_leomessi/2767963459926835495_427553890_small.jpeg,12.621355,4.720932
data/image_compressed_leomessi/2518616464619335025_427553890_small.jpeg,11.552366,8.48489
data/image_compressed_leomessi/2983197406120995699_427553890_small.jpeg,11.872602,6.8967924
data/image_compressed_leomessi/2837328355835038180_427553890_small.jpeg,9.407054,5.191368
data/image_compressed_leomessi/3156289483716343771_427553890_small.jpeg,8.8305645,4.794279
data/image_compressed_leomessi/2369974928193350840_427553890_small.jpeg,7.822708,2.505009
data/image_compressed_leomessi/2687200965910598851_427553890_small.jpeg,9.2439575,5.975265
data/image_compressed_leomessi/2407723680374871343_427553890_small.jpeg,11.391348,8.485764
data/image_compressed_leomessi/2996230267928839193_427553890_small.jpeg,11.046541,7.3761406
data/image_compressed_leomessi/2934065666227683990_427553890_small.jpeg,11.391814,7.041535
data/image_compressed_leomessi/2632339156905335005_427553890_small.jpeg,9.532855,3.9362674
data/image_compressed_leomessi/3082387621150079357_427553890_small.jpeg,12.9958,6.5486646
data/image_compressed_leomessi/2936961297845719906_427553890_small.jpeg,12.644034,5.3088403
data/image_compressed_leomessi/3014833149629145296_427553890_small.jpeg,8.060726,5.0399923
data/image_compressed_leomessi/3287685899999633118_427553890_small.jpeg,8.800692,3.2591264
data/image_compressed_leomessi/2970650540682520918_427553890_small.jpeg,12.843426,6.7958603
data/image_compressed_leomessi/2464196613109182209_427553890_small.jpeg,8.009289,5.611591
data/image_compressed_leomessi/3291736544116061405_427553890_small.jpeg,12.674899,7.779038
data/image_compressed_leomessi/3148898229173085590_427553890_small.jpeg,9.058938,4.753862
data/image_compressed_leomessi/3013671525702576211_427553890_small.jpeg,12.750942,5.9618955
data/image_compressed_leomessi/2939710285774303197_427553890_small.jpeg,11.271001,3.9721541
data/image_compressed_leomessi/3212666638754406985_427553890_small.jpeg,12.633983,7.199939
data/image_compressed_leomessi/2598113878536441291_427553890_small.jpeg,7.4182854,2.9548557
data/image_compressed_leomessi/3270410480345611294_427553890_small.jpeg,8.068355,5.6104417
data/image_compressed_leomessi/2930280511088760424_427553890_small.jpeg,13.231243,4.724002
