image_path,pca_x,pca_y,tsne_x,tsne_y,umap_x,umap_y,age,normalized_age,kmeans_label
data/image_compressed_taylorswift/1645181574416441097_11830955_small.jpeg,28.611788,4.040665,24.053337,-32.181602,0.053228248,9.119884,864,0.9588888888888889,2
data/image_compressed_taylorswift/1645181719799573784_11830955_small.jpeg,32.403435,-0.31252483,23.666306,-29.658138,0.15951279,8.838848,863,0.9577777777777777,2
data/image_compressed_taylorswift/1645880483011087554_11830955_small.jpeg,37.559666,-1.0314143,22.200727,-32.068398,0.34887782,8.789563,862,0.9566666666666667,2
data/image_compressed_taylorswift/1645880716306672861_11830955_small.jpeg,33.6425,-0.25232878,23.102165,-31.12655,0.2048424,8.904144,861,0.9555555555555556,2
data/image_compressed_taylorswift/1645880919394875209_11830955_small.jpeg,36.324493,-0.9313456,22.349932,-30.751348,0.26615572,8.871105,860,0.9544444444444444,2
data/image_compressed_taylorswift/1645960322317387544_11830955_small.jpeg,-1.8912508,7.396288,8.602497,4.4641356,7.392871,8.435262,859,0.9533333333333334,1
data/image_compressed_taylorswift/1646818275547395411_11830955_small.jpeg,5.354003,2.8899388,4.064311,-8.258401,6.583708,6.9263105,858,0.9522222222222222,6
data/image_compressed_taylorswift/1646818448260237590_11830955_small.jpeg,1.7438421,12.649055,12.568684,-3.6120446,6.5077305,7.8738785,857,0.9511111111111111,1
data/image_compressed_taylorswift/1646818765928421436_11830955_small.jpeg,10.464851,8.114353,20.290552,-9.867356,5.3112736,7.355554,856,0.95,6
data/image_compressed_taylorswift/1647499232042541369_11830955_small.jpeg,38.5473,-3.0268762,21.422222,-30.656603,0.42091382,8.670778,855,0.9488888888888889,2
data/image_compressed_taylorswift/1647501582706508151_11830955_small.jpeg,36.0116,-1.7373408,21.956194,-30.045565,0.29212755,8.802258,854,0.9477777777777778,2
data/image_compressed_taylorswift/1647501870804983302_11830955_small.jpeg,35.259296,-0.5462824,22.682844,-31.622091,0.21744317,8.934835,853,0.9466666666666667,2
data/image_compressed_taylorswift/1647502181410000753_11830955_small.jpeg,35.000076,0.07548557,23.284836,-30.287712,0.17781295,8.86326,852,0.9455555555555556,2
data/image_compressed_taylorswift/1647502553746537450_11830955_small.jpeg,35.151684,-0.8282054,21.793636,-31.550812,0.41961172,8.797864,851,0.9444444444444444,2
data/image_compressed_taylorswift/1647503127611429655_11830955_small.jpeg,31.929922,0.42245522,23.889921,-30.107815,0.16405174,8.815196,850,0.9433333333333334,2
data/image_compressed_taylorswift/1661245127015635399_11830955_small.jpeg,-6.9332457,0.9092012,-3.6065423,13.678442,8.374603,9.078238,849,0.9422222222222222,5
data/image_compressed_taylorswift/1661249223785218037_11830955_small.jpeg,-7.65095,-3.420204,-3.3871083,20.16816,9.14397,9.835379,848,0.9411111111111111,5
data/image_compressed_taylorswift/1661251497878313518_11830955_small.jpeg,-7.4502435,-11.488224,-11.869738,5.0935316,9.258723,8.478107,847,0.94,3
data/image_compressed_taylorswift/1661534999911710649_11830955_small.jpeg,-5.35065,-15.58318,-23.334898,11.527261,11.213428,8.171432,846,0.9388888888888889,0
data/image_compressed_taylorswift/1661974513402531230_11830955_small.jpeg,5.132356,-18.351866,-20.368242,7.294846,11.075617,8.199769,845,0.9377777777777778,0
data/image_compressed_taylorswift/1662515718834187147_11830955_small.jpeg,12.613826,6.0385633,19.031725,-14.870057,5.3224225,6.661813,844,0.9366666666666666,6
data/image_compressed_taylorswift/1662743159272025232_11830955_small.jpeg,7.3041105,8.590518,10.287914,-9.620461,6.128925,6.7758703,843,0.9355555555555556,6
data/image_compressed_taylorswift/1662744089132339487_11830955_small.jpeg,6.1637464,-0.15898415,-2.299221,-2.7280488,8.45842,7.7073593,842,0.9344444444444444,3
data/image_compressed_taylorswift/1663168574834785321_11830955_small.jpeg,-4.785552,2.3037732,5.6705093,-17.222885,5.4652963,6.617579,841,0.9333333333333333,6
data/image_compressed_taylorswift/1663171124308949034_11830955_small.jpeg,-6.7678413,9.816648,5.947622,-8.82872,7.1137514,6.9166965,840,0.9322222222222222,6
data/image_compressed_taylorswift/1663880969265615407_11830955_small.jpeg,0.45734665,9.199256,17.47621,-17.174839,5.259003,7.055834,839,0.9311111111111111,6
data/image_compressed_taylorswift/1665594519013101431_11830955_small.jpeg,-20.495163,-3.3985286,-15.351763,-4.87385,9.999495,7.5989676,838,0.93,3
data/image_compressed_taylorswift/1665815567742534141_11830955_small.jpeg,2.4578526,-8.654353,-8.451964,-2.7641094,8.767867,7.5819354,837,0.9288888888888889,3
data/image_compressed_taylorswift/1665815952226225758_11830955_small.jpeg,-19.273603,-12.530551,-15.374813,-3.8400533,10.160684,7.6059356,836,0.9277777777777778,3
data/image_compressed_taylorswift/1667723204553987203_11830955_small.jpeg,-5.202739,11.698675,22.669207,-13.523348,5.4810376,6.5453596,835,0.9266666666666666,6
data/image_compressed_taylorswift/1667723315929656158_11830955_small.jpeg,7.669861,6.299818,21.893612,-13.414209,5.209056,6.6116214,834,0.9255555555555556,6
data/image_compressed_taylorswift/1667723448075352408_11830955_small.jpeg,10.794104,11.322365,21.139277,-12.959599,5.2942243,6.780535,833,0.9244444444444444,6
data/image_compressed_taylorswift/1669276456995212937_11830955_small.jpeg,-2.6421008,-6.3488536,-28.552963,8.3762,12.118427,8.957837,832,0.9233333333333333,0
data/image_compressed_taylorswift/1671306471257667124_11830955_small.jpeg,-0.040364195,11.617562,13.492941,2.9916437,6.916349,8.726959,831,0.9222222222222223,1
data/image_compressed_taylorswift/1690416197366764476_11830955_small.jpeg,9.189388,0.687128,10.832859,-19.62101,6.4066195,7.052431,830,0.9211111111111111,6
data/image_compressed_taylorswift/1708327261253270775_11830955_small.jpeg,1.8125962,18.028326,35.183807,1.8392113,3.9088204,4.0596075,829,0.92,4
data/image_compressed_taylorswift/1713257775537916598_11830955_small.jpeg,-4.290531,13.194406,17.445488,11.226341,6.2490177,8.920377,828,0.9188888888888889,1
data/image_compressed_taylorswift/1741570537393241485_11830955_small.jpeg,15.076978,11.29176,20.09751,-22.307247,1.6342074,7.877681,827,0.9177777777777778,2
data/image_compressed_taylorswift/1746662708257662014_11830955_small.jpeg,0.4117398,-2.8269947,5.022736,11.56956,8.776939,8.97962,826,0.9166666666666666,5
data/image_compressed_taylorswift/1748732030102737265_11830955_small.jpeg,-12.098475,2.569063,-6.5097437,17.998014,9.461454,10.04861,825,0.9155555555555556,5
data/image_compressed_taylorswift/1754765502415962245_11830955_small.jpeg,-13.829045,-3.955147,-19.898792,15.885685,10.428231,9.239732,824,0.9144444444444444,5
data/image_compressed_taylorswift/1754834087456847985_11830955_small.jpeg,-2.5128615,-2.959894,4.057173,22.483221,8.332856,9.798575,823,0.9133333333333333,5
data/image_compressed_taylorswift/1754834738119202517_11830955_small.jpeg,-1.0038444,-2.319798,4.17585,22.293962,8.186782,9.916126,822,0.9122222222222223,5
data/image_compressed_taylorswift/1754835059495296696_11830955_small.jpeg,-8.740909,3.6353543,-0.12137763,20.528915,8.651158,9.577508,821,0.9111111111111111,5
data/image_compressed_taylorswift/1754836602588107644_11830955_small.jpeg,-20.968662,0.4441712,3.2292387,21.683601,8.266683,9.9644,820,0.91,5
data/image_compressed_taylorswift/1754837429696543320_11830955_small.jpeg,-11.25729,-1.0031605,-4.5994377,19.394106,9.091406,9.859694,819,0.9088888888888889,5
data/image_compressed_taylorswift/1754840441978484853_11830955_small.jpeg,9.599207,12.54749,18.08436,-8.493296,5.7573714,7.151215,818,0.9077777777777778,6
data/image_compressed_taylorswift/1754840958565683853_11830955_small.jpeg,-5.9560766,3.8061018,-0.27489674,20.462788,8.573568,9.632984,817,0.9066666666666666,5
data/image_compressed_taylorswift/1754841849268107941_11830955_small.jpeg,-8.838693,-1.9728743,-1.1054233,9.798144,9.236963,8.587437,816,0.9055555555555556,5
data/image_compressed_taylorswift/1765479033255955174_11830955_small.jpeg,-11.375276,0.14651993,4.9931197,20.566648,8.074326,10.004016,815,0.9044444444444445,5
data/image_compressed_taylorswift/1766257235486171133_11830955_small.jpeg,-2.3653188,2.4139955,5.0965014,22.265074,8.162677,9.891044,814,0.9033333333333333,5
data/image_compressed_taylorswift/1766968812707305776_11830955_small.jpeg,1.0374181,-8.829543,-10.629318,-7.45911,9.095919,7.0103216,813,0.9022222222222223,3
data/image_compressed_taylorswift/1767692920160086004_11830955_small.jpeg,1.2675709,-6.388572,-4.8170424,0.15474851,9.255365,7.907795,812,0.9011111111111111,3
data/image_compressed_taylorswift/1768399012691373236_11830955_small.jpeg,-6.005264,-7.26448,-6.230006,-0.108820654,9.366589,8.291208,811,0.9,3
data/image_compressed_taylorswift/1772041180582880259_11830955_small.jpeg,-20.557333,8.591731,-2.8612268,20.766718,8.797599,9.7261715,810,0.8988888888888888,5
data/image_compressed_taylorswift/1772041183988708003_11830955_small.jpeg,-18.473948,7.1230674,-1.6205835,21.522402,8.650351,9.737527,809,0.8977777777777778,5
data/image_compressed_taylorswift/1774409291082466136_11830955_small.jpeg,-7.3236337,2.1110477,-6.272489,9.877079,10.206096,6.6770034,808,0.8966666666666666,3
data/image_compressed_taylorswift/1775039766218021474_11830955_small.jpeg,-10.7186,3.3056743,8.282688,16.42999,7.872394,9.683322,807,0.8955555555555555,5
data/image_compressed_taylorswift/1775632889273019769_11830955_small.jpeg,-5.4847956,-13.603044,-29.422806,10.296036,11.867078,8.831098,806,0.8944444444444445,0
data/image_compressed_taylorswift/1775646981136216738_11830955_small.jpeg,-22.460348,-1.066497,-14.560384,19.999802,9.512286,8.724049,805,0.8933333333333333,5
data/image_compressed_taylorswift/1776386027097527824_11830955_small.jpeg,-9.332158,-21.09955,-23.368465,0.62861735,10.581766,8.605787,804,0.8922222222222222,0
data/image_compressed_taylorswift/1777936835106664155_11830955_small.jpeg,-14.661596,-11.811983,-33.82222,14.3883295,12.762489,8.177463,803,0.8911111111111111,0
data/image_compressed_taylorswift/1778139841357990544_11830955_small.jpeg,-5.755879,-13.817555,-34.062504,10.247311,12.551457,8.281604,802,0.89,0
data/image_compressed_taylorswift/1778241181312639367_11830955_small.jpeg,-2.37098,-10.243798,-1.0117507,7.444732,9.051392,8.366141,801,0.8888888888888888,3
data/image_compressed_taylorswift/1778618601186476951_11830955_small.jpeg,1.076589,15.929602,35.75546,0.9140082,3.9633746,4.0606565,800,0.8877777777777778,4
data/image_compressed_taylorswift/1780079030005790046_11830955_small.jpeg,-7.1217136,-19.36767,-29.66204,-2.2320135,11.477263,8.657107,799,0.8866666666666667,0
data/image_compressed_taylorswift/1781389906537302945_11830955_small.jpeg,-10.444621,2.7673805,-9.523799,-3.2877858,8.834827,7.9912047,798,0.8855555555555555,3
data/image_compressed_taylorswift/1782501691772146997_11830955_small.jpeg,-8.460133,4.143765,7.1030207,18.36444,7.815691,9.9165945,797,0.8844444444444445,5
data/image_compressed_taylorswift/1783315104018674976_11830955_small.jpeg,-3.3096402,-13.413378,-3.1362736,2.8326185,8.981121,7.8207526,796,0.8833333333333333,3
data/image_compressed_taylorswift/1783317299720059117_11830955_small.jpeg,-15.876556,17.624313,9.850214,16.66738,7.943888,9.589294,795,0.8822222222222222,5
data/image_compressed_taylorswift/1783732303032086597_11830955_small.jpeg,-1.0855601,-14.754877,-10.304001,1.2281256,9.784716,8.086197,794,0.8811111111111111,3
data/image_compressed_taylorswift/1783785958682720476_11830955_small.jpeg,-1.6279683,5.7623563,9.408148,6.4845724,7.163756,8.6522255,793,0.88,1
data/image_compressed_taylorswift/1783807562427118890_11830955_small.jpeg,4.503142,8.605398,13.687729,-10.26907,5.8929687,6.8606963,792,0.8788888888888889,6
data/image_compressed_taylorswift/1783879150681810268_11830955_small.jpeg,-6.336508,5.140306,1.8791296,3.4908707,8.823018,6.2548847,791,0.8777777777777778,7
data/image_compressed_taylorswift/1783894224523914632_11830955_small.jpeg,-8.441302,-9.717695,-2.3840907,0.3181746,9.892391,8.07963,790,0.8766666666666667,3
data/image_compressed_taylorswift/1783916226760644992_11830955_small.jpeg,0.65566885,-1.0279806,9.191446,-7.4464054,5.968435,6.50087,789,0.8755555555555555,6
data/image_compressed_taylorswift/1785405612803101045_11830955_small.jpeg,-7.551387,-12.667298,-34.022324,9.35014,12.562471,8.483174,788,0.8744444444444445,0
data/image_compressed_taylorswift/1787573549924092436_11830955_small.jpeg,-16.712086,-3.0692015,-34.472656,8.007289,12.696911,8.898898,787,0.8733333333333333,0
data/image_compressed_taylorswift/1787577291151070769_11830955_small.jpeg,-5.896737,-5.7455506,-7.2931986,12.649827,9.396595,8.894542,786,0.8722222222222222,5
data/image_compressed_taylorswift/1787579031493563599_11830955_small.jpeg,-7.258458,-9.559782,-21.977247,19.3523,10.085831,5.7571077,785,0.8711111111111111,7
data/image_compressed_taylorswift/1788794505518888000_11830955_small.jpeg,-5.901303,-7.1463184,-22.674492,8.517069,11.507977,8.4669,784,0.87,0
data/image_compressed_taylorswift/1789191967270209765_11830955_small.jpeg,-5.647038,-5.1737537,-7.858541,-2.385223,9.090569,7.747571,783,0.8688888888888889,3
data/image_compressed_taylorswift/1792600180183217043_11830955_small.jpeg,-10.430695,-15.818303,-24.056004,2.964801,11.371259,7.9817414,782,0.8677777777777778,0
data/image_compressed_taylorswift/1792601663716746170_11830955_small.jpeg,-1.5260113,-4.7662807,-8.4082155,-0.1035824,9.184977,8.360671,781,0.8666666666666667,3
data/image_compressed_taylorswift/1793351857559538328_11830955_small.jpeg,-2.2938492,-10.424386,-10.845348,7.578975,10.043321,8.124826,780,0.8655555555555555,3
data/image_compressed_taylorswift/1794289449381458181_11830955_small.jpeg,1.1089346,-14.626851,-10.042697,0.73618084,9.514331,7.833127,779,0.8644444444444445,3
data/image_compressed_taylorswift/1795371393544427549_11830955_small.jpeg,9.424737,16.24844,17.14397,-9.66697,5.328487,7.263827,778,0.8633333333333333,6
data/image_compressed_taylorswift/1796413249799613533_11830955_small.jpeg,-5.0235972,24.935143,30.99385,0.4252133,4.118831,4.341591,777,0.8622222222222222,4
data/image_compressed_taylorswift/1797527190756115181_11830955_small.jpeg,-9.5587435,-10.785536,-31.338465,2.2861757,12.442604,8.212721,776,0.8611111111111112,0
data/image_compressed_taylorswift/1797528149649419461_11830955_small.jpeg,-4.892455,-11.951639,-11.992371,-3.4361222,9.553536,7.574795,775,0.86,3
data/image_compressed_taylorswift/1797974201825402957_11830955_small.jpeg,-24.482437,0.33081812,-6.8702683,7.615053,10.489335,6.8985415,774,0.8588888888888889,3
data/image_compressed_taylorswift/1798783182076520841_11830955_small.jpeg,-21.010723,-5.325719,-35.30685,1.235705,12.206439,8.348261,773,0.8577777777777778,0
data/image_compressed_taylorswift/1800202058815278023_11830955_small.jpeg,2.104304,-2.832724,-8.841139,-4.592337,8.656281,7.8501472,772,0.8566666666666667,3
data/image_compressed_taylorswift/1801649352593098112_11830955_small.jpeg,-2.9545376,7.851086,13.318387,0.3647132,7.2929645,8.850865,771,0.8555555555555555,1
data/image_compressed_taylorswift/1802324601965819494_11830955_small.jpeg,4.2145047,13.664942,18.008945,-13.436933,5.583989,7.0010195,770,0.8544444444444445,6
data/image_compressed_taylorswift/1802602389050469206_11830955_small.jpeg,-2.2637084,-18.177164,-30.913803,4.5384564,11.836813,8.384207,769,0.8533333333333334,0
data/image_compressed_taylorswift/1803034349270780800_11830955_small.jpeg,-2.8134995,-2.6213486,-8.349071,-5.208497,8.870908,7.7160068,768,0.8522222222222222,3
data/image_compressed_taylorswift/1803035439143963015_11830955_small.jpeg,-1.0284742,-8.135108,-32.772034,12.372917,12.763996,8.106549,767,0.8511111111111112,0
data/image_compressed_taylorswift/1803304352415187987_11830955_small.jpeg,-4.18418,1.621829,-4.626383,11.748596,9.277801,9.198998,766,0.85,5
data/image_compressed_taylorswift/1806596918292220804_11830955_small.jpeg,-14.599479,-11.838086,-34.22491,0.7718385,12.063787,8.215255,765,0.8488888888888889,0
data/image_compressed_taylorswift/1807682594704427282_11830955_small.jpeg,-13.471038,-0.88358754,5.802165,18.620716,7.8082843,9.957193,764,0.8477777777777777,5
data/image_compressed_taylorswift/1807682609300475998_11830955_small.jpeg,-8.384833,3.331505,8.69219,19.279053,7.909038,9.841913,763,0.8466666666666667,5
data/image_compressed_taylorswift/1807682620943850176_11830955_small.jpeg,-5.0386467,8.19271,9.789046,22.646852,8.1879015,9.479696,762,0.8455555555555555,5
data/image_compressed_taylorswift/1807682622672048519_11830955_small.jpeg,-3.9334424,9.316112,9.744211,22.494865,7.9452686,9.66587,761,0.8444444444444444,5
data/image_compressed_taylorswift/1808172532705163824_11830955_small.jpeg,-13.989498,-6.476014,-14.448397,-4.9065204,9.802387,7.7096977,760,0.8433333333333334,3
data/image_compressed_taylorswift/1808172540565366587_11830955_small.jpeg,4.4110856,-20.062016,-15.247458,2.7781663,10.529219,7.8171377,759,0.8422222222222222,3
data/image_compressed_taylorswift/1808172552250684218_11830955_small.jpeg,-11.389327,-14.614758,-34.80296,-0.04365711,11.868306,8.288791,758,0.8411111111111111,0
data/image_compressed_taylorswift/1808172552325959656_11830955_small.jpeg,-2.4088478,-4.788552,-0.6146412,7.851183,9.012373,8.508253,757,0.84,5
data/image_compressed_taylorswift/1808837755124466851_11830955_small.jpeg,-19.737728,5.856136,7.74221,15.851672,7.8864307,9.675618,756,0.8388888888888889,5
data/image_compressed_taylorswift/1808837771406685596_11830955_small.jpeg,-10.577125,3.661944,7.5032654,6.300417,7.9067373,8.839246,755,0.8377777777777777,1
data/image_compressed_taylorswift/1808837773512204372_11830955_small.jpeg,1.6565943,-16.227547,-19.265564,4.8725123,10.775513,8.014949,754,0.8366666666666667,0
data/image_compressed_taylorswift/1808837790725799120_11830955_small.jpeg,3.5945804,1.9883704,7.832009,5.2490153,7.57432,8.61736,753,0.8355555555555556,1
data/image_compressed_taylorswift/1808837790985724595_11830955_small.jpeg,-12.825519,-1.0453224,-6.5881343,12.63489,9.047971,8.636685,752,0.8344444444444444,5
data/image_compressed_taylorswift/1808837799198232905_11830955_small.jpeg,-23.676168,0.9485382,15.04199,18.518494,7.520513,8.844182,751,0.8333333333333334,1
data/image_compressed_taylorswift/1809490506739007353_11830955_small.jpeg,15.031316,10.94539,16.627285,-13.447259,5.7626104,7.1304226,750,0.8322222222222222,6
data/image_compressed_taylorswift/1818695880734095537_11830955_small.jpeg,-3.3481052,-2.1005898,-35.48652,5.4132867,12.468377,8.955291,749,0.8311111111111111,0
data/image_compressed_taylorswift/1818704227432535615_11830955_small.jpeg,10.466795,19.412214,33.1962,1.3808049,3.967776,4.138592,748,0.83,4
data/image_compressed_taylorswift/1820354325076112190_11830955_small.jpeg,2.7741737,8.864063,22.121737,-16.10874,5.335658,6.8519793,747,0.8288888888888889,6
data/image_compressed_taylorswift/1820354326636472784_11830955_small.jpeg,1.3755096,10.504943,18.502699,-5.763125,6.8616824,7.024541,746,0.8277777777777777,6
data/image_compressed_taylorswift/1820354333515078170_11830955_small.jpeg,-0.021450344,9.73585,21.882895,-16.197857,5.1307497,6.569297,745,0.8266666666666667,6
data/image_compressed_taylorswift/1820485078201739130_11830955_small.jpeg,3.7991943,13.461667,15.396926,-3.6570551,6.4202023,7.9133067,744,0.8255555555555556,1
data/image_compressed_taylorswift/1820589875301338896_11830955_small.jpeg,-8.15913,11.453953,4.233632,3.6945136,8.003593,8.19695,743,0.8244444444444444,1
data/image_compressed_taylorswift/1820589881475302669_11830955_small.jpeg,-3.574634,3.4327896,4.228288,3.693965,8.118699,8.106616,742,0.8233333333333334,1
data/image_compressed_taylorswift/1821340847556342524_11830955_small.jpeg,-11.767738,7.1343284,-1.8394597,8.209116,8.949363,8.529518,741,0.8222222222222222,5
data/image_compressed_taylorswift/1821340857522058769_11830955_small.jpeg,0.4100853,-12.48503,-29.106836,4.123494,12.0503645,8.620224,740,0.8211111111111111,0
data/image_compressed_taylorswift/1821340867756117773_11830955_small.jpeg,-6.370629,-16.487959,-24.455875,2.6082568,11.417054,8.223527,739,0.82,0
data/image_compressed_taylorswift/1821340869131775784_11830955_small.jpeg,-1.0778224,-11.390377,-12.483372,8.262354,10.438946,8.3524275,738,0.8188888888888889,3
data/image_compressed_taylorswift/1821340873812742800_11830955_small.jpeg,-7.5476975,-6.2125483,-33.969738,5.8059783,12.570461,8.940536,737,0.8177777777777778,0
data/image_compressed_taylorswift/1821562021091698134_11830955_small.jpeg,14.638954,-18.512533,-30.190361,6.082747,12.02453,8.8493395,736,0.8166666666666667,0
data/image_compressed_taylorswift/1821562025478829021_11830955_small.jpeg,-1.7151923,-7.5094714,-32.67693,6.0522437,12.501331,8.947632,735,0.8155555555555556,0
data/image_compressed_taylorswift/1821562029119559733_11830955_small.jpeg,1.8536857,-15.811543,-22.96315,3.195987,11.255094,8.176898,734,0.8144444444444444,0
data/image_compressed_taylorswift/1821586936591191393_11830955_small.jpeg,-14.596949,-4.978445,-25.634245,2.868928,11.903252,8.641847,733,0.8133333333333334,0
data/image_compressed_taylorswift/1821961516973120537_11830955_small.jpeg,8.870817,11.584412,15.769101,0.020971036,7.2859173,9.045692,732,0.8122222222222222,1
data/image_compressed_taylorswift/1822708887445255436_11830955_small.jpeg,-7.163288,11.902334,19.142965,-0.25206426,7.385008,8.743415,731,0.8111111111111111,1
data/image_compressed_taylorswift/1822999639962205914_11830955_small.jpeg,-0.9486516,7.6833143,17.22647,3.206015,6.499511,8.519497,730,0.81,1
data/image_compressed_taylorswift/1823076020593468393_11830955_small.jpeg,1.5732422,4.982814,14.546317,0.70857006,7.4025416,9.021712,729,0.8088888888888889,1
data/image_compressed_taylorswift/1823076028537562240_11830955_small.jpeg,6.8909664,4.444722,14.597138,0.6184257,7.352967,9.028948,728,0.8077777777777778,1
data/image_compressed_taylorswift/1823076029527451242_11830955_small.jpeg,1.4816434,7.9493337,15.1139555,0.54690164,7.3185344,9.076383,727,0.8066666666666666,1
